;Souce;Target;Common Diseases
974;PKP2;RYR2;1
975;RYR2;DSP;1
976;RYR2;PKP2;1
977;RYR2;GNAI2;1
978;RYR2;CASQ2;1
979;WISP3;MATN3;1
980;WISP3;AGC1;1
981;WISP3;TRAPPC2;1
982;WISP3;CHST3;1
983;NLGN3;MECP2;1
984;NLGN3;NLGN4X;2
985;NLGN3;GLO1;1
986;NLGN4X;FGD1;1
987;NLGN4X;MECP2;2
988;NLGN4X;NLGN3;2
989;NLGN4X;GLO1;1
990;NLGN4X;RPS6KA3;1
991;NLGN4X;ARX;1
992;NLGN4X;SOX3;1
993;NLGN4X;AGTR2;1
994;NLGN4X;DLG3;1
995;NLGN4X;ACSL4;1
996;NLGN4X;AFF2;1
997;NLGN4X;GDI1;1
998;NLGN4X;OPHN1;1
999;NLGN4X;PAK3;1
1000;NLGN4X;SLC6A8;1
1001;NLGN4X;SMS;1
1002;NLGN4X;TSPAN7;1
1003;NLGN4X;ZNF41;1
1004;NLGN4X;SMCX;1
1005;NLGN4X;PRSS12;1
1006;NLGN4X;ARHGEF6;1
1007;NLGN4X;IL1RAPL1;1
1008;NLGN4X;FTSJ1;1
1009;NLGN4X;CRBN;1
1010;NLGN4X;ZNF81;1
1011;ADRB2;IL13;1
1012;ADRB2;ALOX5;1
1013;ADRB2;MS4A2;1
1014;ADRB2;HNMT;1
1015;ADRB2;IL12B;1
1016;ADRB2;PTGDR;1
1017;ADRB2;TNF;1
1018;ADRB2;SCGB1A1;1
1019;ADRB2;PLA2G7;1
1020;ADRB2;PHF11;1
1021;ADRB2;SCGB3A2;1
1022;ADRB2;GPR154;1
1023;ADRB2;ENPP1;1
1024;ADRB2;PPARG;1
1025;ADRB2;AGRP;1
1026;ADRB2;ADRB3;1
1027;ADRB2;AKR1C2;1
1028;ADRB2;LEP;1
1029;ADRB2;LEPR;1
1030;ADRB2;MC3R;1
1031;ADRB2;MC4R;1
1032;ADRB2;NTRK2;1
1033;ADRB2;PCSK1;1
1034;ADRB2;POMC;1
1035;ADRB2;SIM1;1
1036;ADRB2;UCP1;1
1037;ADRB2;UCP2;1
1038;ADRB2;UCP3;1
1039;ADRB2;NR0B2;1
1040;ADRB2;CART;1
1041;ADRB2;SLC6A14;1
1042;ADRB2;GHRL;1
1043;ALOX5;IL13;1
1044;ALOX5;ADRB2;1
1045;ALOX5;MS4A2;1
1046;ALOX5;HNMT;1
1047;ALOX5;IL12B;1
1048;ALOX5;PTGDR;1
1049;ALOX5;TNF;1
1050;ALOX5;SCGB1A1;1
1051;ALOX5;PLA2G7;1
1052;ALOX5;PHF11;1
1053;ALOX5;SCGB3A2;1
1054;ALOX5;GPR154;1
1055;MS4A2;IL13;1
1056;MS4A2;ADRB2;1
1057;MS4A2;ALOX5;1
1058;MS4A2;HNMT;1
1059;MS4A2;IL12B;1
1060;MS4A2;PTGDR;1
1061;MS4A2;TNF;1
1062;MS4A2;SCGB1A1;1
1063;MS4A2;PLA2G7;1
1064;MS4A2;PHF11;1
1065;MS4A2;SCGB3A2;1
1066;MS4A2;GPR154;1
1067;HNMT;IL13;1
1068;HNMT;ADRB2;1
1069;HNMT;ALOX5;1
1070;HNMT;MS4A2;1
1071;HNMT;IL12B;1
1072;HNMT;PTGDR;1
1073;HNMT;TNF;1
1074;HNMT;SCGB1A1;1
1075;HNMT;PLA2G7;1
1076;HNMT;PHF11;1
1077;HNMT;SCGB3A2;1
1078;HNMT;GPR154;1
1079;IL12B;IL13;1
1080;IL12B;ADRB2;1
1081;IL12B;ALOX5;1
1082;IL12B;MS4A2;1
1083;IL12B;HNMT;1
1084;IL12B;PTGDR;1
1085;IL12B;TNF;1
1086;IL12B;SCGB1A1;1
1087;IL12B;PLA2G7;1
1088;IL12B;PHF11;1
1089;IL12B;SCGB3A2;1
1090;IL12B;GPR154;1
1091;PTGDR;IL13;1
1092;PTGDR;ADRB2;1
1093;PTGDR;ALOX5;1
1094;PTGDR;MS4A2;1
1095;PTGDR;HNMT;1
1096;PTGDR;IL12B;1
1097;PTGDR;TNF;1
1098;PTGDR;SCGB1A1;1
1099;PTGDR;PLA2G7;1
1100;PTGDR;PHF11;1
1101;PTGDR;SCGB3A2;1
1102;PTGDR;GPR154;1
1103;TNF;IL13;1
1104;TNF;ATP1A2;1
1105;TNF;PSEN1;1
1106;TNF;ADRB2;1
1107;TNF;ALOX5;1
1108;TNF;MS4A2;1
1109;TNF;HNMT;1
1110;TNF;IL12B;1
1111;TNF;PTGDR;1
1112;TNF;SCGB1A1;1
1113;TNF;PLA2G7;1
1114;TNF;PHF11;1
1115;TNF;SCGB3A2;1
1116;TNF;GPR154;1
1117;TNF;GYPC;1
1118;TNF;MAPT;1
1119;TNF;SNCB;1
1120;TNF;SNCA;1
1121;TNF;ITM2B;1
1122;TNF;ESR1;1
1123;TNF;CD36;1
1124;TNF;ICAM1;1
1125;TNF;NOS2A;1
1126;TNF;EDNRA;1
1127;TNF;CASP12P1;1
1128;SCGB1A1;IL13;1
1129;SCGB1A1;ADRB2;1
1130;SCGB1A1;ALOX5;1
1131;SCGB1A1;MS4A2;1
1132;SCGB1A1;HNMT;1
1133;SCGB1A1;IL12B;1
1134;SCGB1A1;PTGDR;1
1135;SCGB1A1;TNF;1
1136;SCGB1A1;PLA2G7;1
1137;SCGB1A1;PHF11;1
1138;SCGB1A1;SCGB3A2;1
1139;SCGB1A1;GPR154;1
1140;PLA2G7;IL13;1
1141;PLA2G7;ADRB2;1
1142;PLA2G7;ALOX5;1
1143;PLA2G7;MS4A2;1
1144;PLA2G7;HNMT;1
1145;PLA2G7;IL12B;1
1146;PLA2G7;PTGDR;1
1147;PLA2G7;TNF;1
1148;PLA2G7;SCGB1A1;1
1149;PLA2G7;PHF11;1
1150;PLA2G7;SCGB3A2;1
1151;PLA2G7;GPR154;1
1152;PLA2G7;IL4R;1
1153;PLA2G7;SELP;1
1154;PLA2G7;SPINK5;1
1155;PLA2G7;HAVCR1;1
1156;PLA2G7;RUNX1;1
1157;PLA2G7;CD36;1
1158;PLA2G7;P2RY12;1
1159;PHF11;IL13;1
1160;PHF11;ADRB2;1
1161;PHF11;ALOX5;1
1162;PHF11;MS4A2;1
1163;PHF11;HNMT;1
1164;PHF11;IL12B;1
1165;PHF11;PTGDR;1
1166;PHF11;TNF;1
1167;PHF11;SCGB1A1;1
1168;PHF11;PLA2G7;1
1169;PHF11;SCGB3A2;1
1170;PHF11;GPR154;1
1171;SCGB3A2;IL13;1
1172;SCGB3A2;ADRB2;1
1173;SCGB3A2;ALOX5;1
1174;SCGB3A2;MS4A2;1
1175;SCGB3A2;HNMT;1
1176;SCGB3A2;IL12B;1
1177;SCGB3A2;PTGDR;1
1178;SCGB3A2;TNF;1
1179;SCGB3A2;SCGB1A1;1
1180;SCGB3A2;PLA2G7;1
1181;SCGB3A2;PHF11;1
1182;SCGB3A2;GPR154;1
1183;GPR154;IL13;1
1184;GPR154;ADRB2;1
1185;GPR154;ALOX5;1
1186;GPR154;MS4A2;1
1187;GPR154;HNMT;1
1188;GPR154;IL12B;1
1189;GPR154;PTGDR;1
1190;GPR154;TNF;1
1191;GPR154;SCGB1A1;1
1192;GPR154;PLA2G7;1
1193;GPR154;PHF11;1
1194;GPR154;SCGB3A2;1
1195;CACNB4;TTPA;1
1196;CACNB4;ALS4;1
1197;CACNB4;APTX;1
1198;CACNB4;ATCAY;1
1199;CACNB4;CHRNA4;1
1200;CACNB4;CHRNB2;1
1201;CACNB4;CLCN2;1
1202;CACNB4;CSTB;1
1203;CACNB4;GABRA1;1
1204;CACNB4;GABRG2;1
1205;CACNB4;KCNQ2;1
1206;CACNB4;KCNQ3;1
1207;CACNB4;ME2;1
1208;CACNB4;SCN1A;1
1209;CACNB4;SYN1;1
1210;CACNB4;EPM2A;1
1211;CACNB4;JRK;1
1212;CACNB4;LGI1;1
1213;CACNB4;SLC25A22;1
1214;CACNB4;NHLRC1;1
1215;TTPA;CACNB4;1
1216;TTPA;ALS4;1
1217;TTPA;APTX;1
1218;TTPA;ATCAY;1
1219;ALS4;CACNB4;1
1220;ALS4;TTPA;1
1221;ALS4;APTX;1
1222;ALS4;ATCAY;1
1223;APTX;CACNB4;1
1224;APTX;TTPA;1
1225;APTX;ALS4;1
1226;APTX;ATCAY;1
1227;ATCAY;CACNB4;1
1228;ATCAY;TTPA;1
1229;ATCAY;ALS4;1
1230;ATCAY;APTX;1
1231;ATM;AR;1
1232;ATM;MRE11A;1
1233;ATM;KRAS;1
1234;ATM;BARD1;1
1235;ATM;BRCA1;1
1236;ATM;BRCA2;1
1237;ATM;CDH1;1
1238;ATM;SLC22A18;1
1239;ATM;PHB;1
1240;ATM;PIK3CA;1
1241;ATM;RAD51;1
1242;ATM;TP53;1
1243;ATM;TSG101;1
1244;ATM;XRCC3;1
1245;ATM;RAD54L;2
1246;ATM;PPM1D;1
1247;ATM;RB1CC1;1
1248;ATM;CHEK2;1
1249;ATM;BRIP1;1
1250;ATM;MSH2;1
1251;ATM;BAX;1
1252;ATM;BCL10;1
1253;ATM;RAD54B;1
1254;ATM;BCL8;1
1255;ATM;FCGR2B;1
1256;ATM;SH2D1A;1
1257;ATM;RAP1GDS1;1
1258;ATM;MAD1L1;1
1259;MRE11A;ATM;1
1260;FLNB;SLC26A2;1
1261;IL4R;PLA2G7;1
1262;IL4R;SELP;1
1263;IL4R;SPINK5;1
1264;IL4R;HAVCR1;1
1265;SELP;PLA2G7;1
1266;SELP;IL4R;1
1267;SELP;SPINK5;1
1268;SELP;HAVCR1;1
1269;SPINK5;PLA2G7;1
1270;SPINK5;IL4R;1
1271;SPINK5;SELP;1
1272;SPINK5;HAVCR1;1
1273;HAVCR1;PLA2G7;1
1274;HAVCR1;IL4R;1
1275;HAVCR1;SELP;1
1276;HAVCR1;SPINK5;1
1277;NKX2-5;JAG1;1
1278;NKX2-5;GATA4;1
1279;NKX2-5;KCNQ1;1
1280;NKX2-5;MYH6;1
1281;NKX2-5;KCNE2;1
1282;NKX2-5;GJA1;1
1283;NKX2-5;CRELD1;1
1284;NKX2-5;ZFPM2;1
1285;GATA4;NKX2-5;1
1286;GATA4;KCNQ1;1
1287;GATA4;MYH6;1
1288;GATA4;KCNE2;1
1289;KCNQ1;KCNH2;1
1290;KCNQ1;NKX2-5;1
1291;KCNQ1;GATA4;1
1292;KCNQ1;MYH6;1
1293;KCNQ1;KCNE2;2
1294;KCNQ1;SCN5A;1
1295;KCNQ1;KCNE1;2
1296;KCNQ1;ANK2;1
1297;KCNQ1;KCNJ2;1
1298;MYH6;NKX2-5;1
1299;MYH6;GATA4;1
1300;MYH6;KCNQ1;1
1301;MYH6;KCNE2;1
1302;MYH6;TAZ;1
1303;MYH6;DMD;1
1304;MYH6;ACTC;1
1305;MYH6;CAV3;1
1306;MYH6;COX15;1
1307;MYH6;DES;1
1308;MYH6;EYA4;1
1309;MYH6;LMNA;1
1310;MYH6;MYBPC3;1
1311;MYH6;MYH7;1
1312;MYH6;MYL2;1
1313;MYH6;MYL3;1
1314;MYH6;PLN;1
1315;MYH6;SGCD;1
1316;MYH6;TNNC1;1
1317;MYH6;TNNI3;1
1318;MYH6;TNNT2;1
1319;MYH6;TPM1;1
1320;MYH6;TTN;1
1321;MYH6;CSRP3;1
1322;MYH6;TCAP;1
1323;MYH6;ABCC9;1
1324;MYH6;PRKAG2;1
1325;MYH6;MYLK2;1
1326;KCNE2;KCNH2;1
1327;KCNE2;NKX2-5;1
1328;KCNE2;GATA4;1
1329;KCNE2;KCNQ1;2
1330;KCNE2;MYH6;1
1331;KCNE2;SCN5A;1
1332;KCNE2;KCNE1;1
1333;KCNE2;ANK2;1
1334;KCNE2;KCNJ2;1
1335;GJA1;NKX2-5;1
1336;GJA1;CRELD1;1
1337;CRELD1;NKX2-5;1
1338;CRELD1;GJA1;1
1339;GLO1;MECP2;1
1340;GLO1;NLGN3;1
1341;GLO1;NLGN4X;1
1342;AIRE;FAS;1
1343;AIRE;CASP8;1
1344;AIRE;CASP10;1
1345;FAS;AIRE;1
1346;FAS;CASP8;1
1347;FAS;CASP10;1
1348;FAS;ING1;1
1349;FAS;TNFRSF10B;1
1350;CASP8;AIRE;1
1351;CASP8;FAS;1
1352;CASP8;CASP10;1
1353;CASP8;TP53;1
1354;CASP8;CTNNB1;1
1355;CASP8;PDGFRL;1
1356;CASP8;TCF1;1
1357;CASP8;IGF2R;1
1358;CASP8;MET;1
1359;CASP8;AXIN1;1
1360;CASP10;ERBB2;1
1361;CASP10;APC;1
1362;CASP10;MUTYH;1
1363;CASP10;FGFR2;1
1364;CASP10;AIRE;1
1365;CASP10;FAS;1
1366;CASP10;CASP8;1
1367;CASP10;CDH1;1
1368;CASP10;KLF6;1
1369;CASP10;IL1B;1
1370;CASP10;IL1RN;1
1371;CASP10;IRF1;1
1372;PTEN;PRKAR1A;1
1373;PTEN;AR;1
1374;PTEN;HRAS;1
1375;PTEN;BRCA2;1
1376;PTEN;CDH1;1
1377;PTEN;TP53;1
1378;PTEN;CHEK2;1
1379;PTEN;MSH6;1
1380;PTEN;BMPR1A;1
1381;PTEN;PDGFB;1
1382;PTEN;MSH3;1
1383;PTEN;KLF6;1
1384;PTEN;TSHR;1
1385;PTEN;MAD1L1;1
1386;PTEN;MN1;1
1387;PTEN;NF2;1
1388;PTEN;MXI1;1
1389;PTEN;ATBF1;1
1390;PTEN;EPHB2;1
1391;PTEN;MSR1;1
1392;PTEN;RNASEL;1
1393;PTEN;ELAC2;1
1394;PTEN;PCM1;1
1395;PTEN;NCOA4;1
1396;PTEN;TRIM24;1
1397;PTEN;MINPP1;1
1398;PTEN;GOLGA5;1
1399;PTEN;TRIM33;1
1400;CIITA;RFX5;1
1401;CIITA;RFXAP;1
1402;CIITA;TAP2;1
1403;CIITA;TAPBP;1
1404;CIITA;PTPN22;1
1405;CIITA;IL10;1
1406;CIITA;RUNX1;1
1407;CIITA;MIF;1
1408;CIITA;NFKBIL1;1
1409;CIITA;SLC22A4;1
1410;CIITA;PADI4;1
1411;CIITA;PTPRC;1
1412;RFX5;CIITA;1
1413;RFX5;RFXAP;1
1414;RFX5;TAP2;1
1415;RFX5;TAPBP;1
1416;RFXAP;CIITA;1
1417;RFXAP;RFX5;1
1418;RFXAP;TAP2;1
1419;RFXAP;TAPBP;1
1420;TAP2;CIITA;1
1421;TAP2;RFX5;1
1422;TAP2;RFXAP;1
1423;TAP2;TAPBP;1
1424;TAPBP;CIITA;1
1425;TAPBP;RFX5;1
1426;TAPBP;RFXAP;1
1427;TAPBP;TAP2;1
1428;TAZ;MYH6;1
1429;TAZ;DMD;1
1430;TAZ;ACTC;1
1431;TAZ;CAV3;1
1432;TAZ;COX15;1
1433;TAZ;DES;1
1434;TAZ;EYA4;1
1435;TAZ;LMNA;1
1436;TAZ;MYBPC3;1
1437;TAZ;MYH7;1
1438;TAZ;MYL2;1
1439;TAZ;MYL3;1
1440;TAZ;PLN;1
1441;TAZ;SGCD;1
1442;TAZ;TNNC1;1
1443;TAZ;TNNI3;1
1444;TAZ;TNNT2;1
1445;TAZ;TPM1;1
1446;TAZ;TTN;1
1447;TAZ;CSRP3;1
1448;TAZ;TCAP;1
1449;TAZ;ABCC9;1
1450;TAZ;PRKAG2;1
1451;TAZ;MYLK2;1
1452;GJB2;JAG1;1
1453;GJB2;EYA4;1
1454;GJB2;ACTG1;1
1455;GJB2;ATP2B2;1
1456;GJB2;COL11A2;1
1457;GJB2;CRYM;1
1458;GJB2;TIMM8A;1
1459;GJB2;DFNA5;1
1460;GJB2;COCH;1
1461;GJB2;DIAPH1;1
1462;GJB2;DSPP;1
1463;GJB2;GJB3;1
1464;GJB2;MYH9;1
1465;GJB2;MYO1A;1
1466;GJB2;MYO6;1
1467;GJB2;MYO7A;1
1468;GJB2;SLC26A4;1
1469;GJB2;POU3F4;1
1470;GJB2;POU4F3;1
1471;GJB2;TECTA;1
1472;GJB2;KCNQ4;1
1473;GJB2;OTOF;1
1474;GJB2;USH1C;1
1475;GJB2;GJB6;1
1476;GJB2;CLDN14;1
1477;GJB2;DFNB31;1
1478;GJB2;MYO15A;1
1479;GJB2;MYO3A;1
1480;GJB2;KIAA1199;1
1481;GJB2;CDH23;1
1482;GJB2;TMPRSS3;1
1483;GJB2;PCDH15;1
1484;GJB2;MYH14;1
1485;GJB2;GRHL2;1
1486;GJB2;ESPN;1
1487;GJB2;TMC1;1
1488;GJB2;OTOA;1
1489;GJB2;STRC;1
1490;GJB2;TMIE;1
1491;GJB2;SLC26A5;1
1492;GJB2;LOR;1
1493;PTCH;RASA1;1
1494;PTCH;SMO;1
1495;PTCH;PTCH2;1
1496;PTCH;SHH;1
1497;PTCH;SIX3;1
1498;PTCH;TGIF;1
1499;PTCH;ZIC2;1
1500;RASA1;PTCH;1
1501;RASA1;SMO;1
1502;RASA1;PTCH2;1
1503;SMO;PTCH;1
1504;SMO;RASA1;1
1505;SMO;PTCH2;1
1506;PTCH2;PTCH;1
1507;PTCH2;RASA1;1
1508;PTCH2;SMO;1
1509;PTCH2;SUFU;1
1510;DMD;MYH6;1
1511;DMD;TAZ;1
1512;DMD;MYF6;1
1513;DMD;ACTC;1
1514;DMD;CAV3;1
1515;DMD;COX15;1
1516;DMD;DES;1
1517;DMD;EYA4;1
1518;DMD;LMNA;1
1519;DMD;MYBPC3;1
1520;DMD;MYH7;1
1521;DMD;MYL2;1
1522;DMD;MYL3;1
1523;DMD;PLN;1
1524;DMD;SGCD;1
1525;DMD;TNNC1;1
1526;DMD;TNNI3;1
1527;DMD;TNNT2;1
1528;DMD;TPM1;1
1529;DMD;TTN;1
1530;DMD;CSRP3;1
1531;DMD;TCAP;1
1532;DMD;ABCC9;1
1533;DMD;PRKAG2;1
1534;DMD;MYLK2;1
1535;MYF6;DMD;1
1536;MYF6;CAV3;1
1537;MYF6;DES;1
1538;MYF6;MYH7;1
1539;MYF6;CRYAB;1
1540;MYF6;CPT2;1
1541;MYF6;DYSF;1
1542;MYF6;ACTA1;1
1543;MYF6;ITGA7;1
1544;MYF6;PGAM2;1
1545;NQO1;KRAS;1
1546;NQO1;CCND1;1
1547;NQO1;GATA1;1
1548;NQO1;KIT;1
1549;NQO1;STAT5B;1
1550;NQO1;PTPN11;1
1551;NQO1;ABL1;1
1552;NQO1;ARNT;1
1553;NQO1;BCL2;1
1554;NQO1;BCR;1
1555;NQO1;RUNX1;1
1556;NQO1;CEBPA;1
1557;NQO1;FLT3;1
1558;NQO1;HOXD4;1
1559;NQO1;LPP;1
1560;NQO1;NBN;1
1561;NQO1;NF1;1
1562;NQO1;NPM1;1
1563;NQO1;NUMA1;1
1564;NQO1;P2RX7;1
1565;NQO1;PML;1
1566;NQO1;TAL1;1
1567;NQO1;TAL2;1
1568;NQO1;TRA@;1
1569;NQO1;ZBTB16;1
1570;NQO1;NUP214;1
1571;NQO1;MLLT10;1
1572;NQO1;PICALM;1
1573;NQO1;GMPS;1
1574;NQO1;ZNFN1A1;1
1575;NQO1;MLLT11;1
1576;NQO1;ARHGAP26;1
1577;NQO1;ARHGEF12;1
1578;NQO1;CHIC2;1
1579;NQO1;WHSC1L1;1
1580;NQO1;ARL11;1
1581;FLCN;FGFR3;1
1582;FLCN;BRAF;1
1583;FLCN;APC;1
1584;FLCN;MUTYH;1
1585;FLCN;PIK3CA;1
1586;FLCN;TP53;1
1587;FLCN;RAD54L;1
1588;FLCN;MLH1;1
1589;FLCN;MSH2;1
1590;FLCN;MSH6;1
1591;FLCN;BAX;1
1592;FLCN;CCND1;1
1593;FLCN;BUB1;1
1594;FLCN;BUB1B;1
1595;FLCN;CTNNB1;1
1596;FLCN;DCC;1
1597;FLCN;EP300;1
1598;FLCN;MCC;1
1599;FLCN;NRAS;1
1600;FLCN;ODC1;1
1601;FLCN;PDGFRL;1
1602;FLCN;PLA2G2A;1
1603;FLCN;PMS1;1
1604;FLCN;PMS2;1
1605;FLCN;PTPN12;1
1606;FLCN;PTPRJ;1
1607;FLCN;SRC;1
1608;FLCN;TGFBR2;1
1609;FLCN;AXIN2;1
1610;FLCN;BCL10;1
1611;FLCN;DLC1;1
1612;FLCN;RAD54B;1
1613;FLCN;MLH3;1
1614;FLCN;VHL;1
1615;FLCN;MET;1
1616;FLCN;OGG1;1
1617;FLCN;PRCC;1
1618;FLCN;TFE3;1
1619;FLCN;RNF139;1
1620;HRAS;FGFR3;1
1621;HRAS;PRKAR1A;1
1622;HRAS;PTEN;1
1623;HRAS;KRAS;1
1624;HRAS;RB1;1
1625;HRAS;TP53;1
1626;HRAS;TSHR;1
1627;HRAS;PCM1;1
1628;HRAS;NCOA4;1
1629;HRAS;TRIM24;1
1630;HRAS;MINPP1;1
1631;HRAS;GOLGA5;1
1632;HRAS;TRIM33;1
1633;KRAS;FGFR3;1
1634;KRAS;AR;1
1635;KRAS;ATM;1
1636;KRAS;NQO1;1
1637;KRAS;HRAS;1
1638;KRAS;RB1;1
1639;KRAS;BARD1;1
1640;KRAS;BRCA1;1
1641;KRAS;BRCA2;2
1642;KRAS;CDH1;1
1643;KRAS;SLC22A18;2
1644;KRAS;PHB;1
1645;KRAS;PIK3CA;1
1646;KRAS;RAD51;1
1647;KRAS;TP53;2
1648;KRAS;TSG101;1
1649;KRAS;XRCC3;1
1650;KRAS;RAD54L;1
1651;KRAS;PPM1D;1
1652;KRAS;RB1CC1;1
1653;KRAS;CHEK2;1
1654;KRAS;BRIP1;1
1655;KRAS;CCND1;1
1656;KRAS;GATA1;1
1657;KRAS;KIT;1
1658;KRAS;STAT5B;1
1659;KRAS;SMAD4;1
1660;KRAS;PTPN11;1
1661;KRAS;ABL1;1
1662;KRAS;ARNT;1
1663;KRAS;BCL2;1
1664;KRAS;BCR;1
1665;KRAS;RUNX1;1
1666;KRAS;CEBPA;1
1667;KRAS;FLT3;1
1668;KRAS;HOXD4;1
1669;KRAS;LPP;1
1670;KRAS;NBN;1
1671;KRAS;NF1;1
1672;KRAS;NPM1;1
1673;KRAS;NUMA1;1
1674;KRAS;P2RX7;1
1675;KRAS;PML;1
1676;KRAS;TAL1;1
1677;KRAS;TAL2;1
1678;KRAS;TRA@;1
1679;KRAS;ZBTB16;1
1680;KRAS;NUP214;1
1681;KRAS;MLLT10;1
1682;KRAS;PICALM;1
1683;KRAS;GMPS;1
1684;KRAS;ZNFN1A1;1
1685;KRAS;MLLT11;1
1686;KRAS;ARHGAP26;1
1687;KRAS;ARHGEF12;1
1688;KRAS;CHIC2;1
1689;KRAS;WHSC1L1;1
1690;KRAS;ARL11;1
1691;KRAS;CDKN2A;1
1692;KRAS;MAP3K8;1
1693;KRAS;PPP2R1B;1
1694;KRAS;STK11;1
1695;KRAS;ACVR1B;1
1696;KRAS;RBBP8;1
1697;KRAS;ARMET;1
1698;RB1;FGFR3;1
1699;RB1;HRAS;1
1700;RB1;KRAS;1
1701;ABO;GCNT2;1
1702;ABO;AQP1;1
1703;ABO;ACHE;1
1704;ABO;AQP3;1
1705;ABO;DO;1
1706;ABO;BSG;1
1707;ABO;CD44;1
1708;ABO;CR1;1
1709;ABO;DAF;1
1710;ABO;FUT3;1
1711;ABO;GYPA;1
1712;ABO;GYPB;1
1713;ABO;GYPC;1
1714;ABO;ICAM4;1
1715;ABO;KEL;1
1716;ABO;LU;1
1717;ABO;RHCE;1
1718;ABO;SLC4A1;1
1719;ABO;SLC14A1;1
1720;ABO;XG;1
1721;ABO;B3GALT3;1
1722;ABO;A4GALT;1
1723;ACHE;GCNT2;1
1724;ACHE;AQP1;1
1725;ACHE;ABO;1
1726;ACHE;AQP3;1
1727;ACHE;DO;1
1728;ACHE;BSG;1
1729;ACHE;CD44;1
1730;ACHE;CR1;1
1731;ACHE;DAF;1
1732;ACHE;FUT3;1
1733;ACHE;GYPA;1
1734;ACHE;GYPB;1
1735;ACHE;GYPC;1
1736;ACHE;ICAM4;1
1737;ACHE;KEL;1
1738;ACHE;LU;1
1739;ACHE;RHCE;1
1740;ACHE;SLC4A1;1
1741;ACHE;SLC14A1;1
1742;ACHE;XG;1
1743;ACHE;B3GALT3;1
1744;ACHE;A4GALT;1
1745;AQP3;GCNT2;1
1746;AQP3;AQP1;1
1747;AQP3;ABO;1
1748;AQP3;ACHE;1
1749;AQP3;DO;1
1750;AQP3;BSG;1
1751;AQP3;CD44;1
1752;AQP3;CR1;1
1753;AQP3;DAF;1
1754;AQP3;FUT3;1
1755;AQP3;GYPA;1
1756;AQP3;GYPB;1
1757;AQP3;GYPC;1
1758;AQP3;ICAM4;1
1759;AQP3;KEL;1
1760;AQP3;LU;1
1761;AQP3;RHCE;1
1762;AQP3;SLC4A1;1
1763;AQP3;SLC14A1;1
1764;AQP3;XG;1
1765;AQP3;B3GALT3;1
1766;AQP3;A4GALT;1
1767;DO;GCNT2;1
1768;DO;AQP1;1
1769;DO;ABO;1
1770;DO;ACHE;1
1771;DO;AQP3;1
1772;DO;BSG;1
1773;DO;CD44;1
1774;DO;CR1;1
1775;DO;DAF;1
1776;DO;FUT3;1
1777;DO;GYPA;1
1778;DO;GYPB;1
1779;DO;GYPC;1
1780;DO;ICAM4;1
1781;DO;KEL;1
1782;DO;LU;1
1783;DO;RHCE;1
1784;DO;SLC4A1;1
1785;DO;SLC14A1;1
1786;DO;XG;1
1787;DO;B3GALT3;1
1788;DO;A4GALT;1
1789;BSG;GCNT2;1
1790;BSG;AQP1;1
1791;BSG;ABO;1
1792;BSG;ACHE;1
1793;BSG;AQP3;1
1794;BSG;DO;1
1795;BSG;CD44;1
1796;BSG;CR1;1
1797;BSG;DAF;1
1798;BSG;FUT3;1
1799;BSG;GYPA;1
1800;BSG;GYPB;1
1801;BSG;GYPC;1
1802;BSG;ICAM4;1
1803;BSG;KEL;1
1804;BSG;LU;1
1805;BSG;RHCE;1
1806;BSG;SLC4A1;1
1807;BSG;SLC14A1;1
1808;BSG;XG;1
1809;BSG;B3GALT3;1
1810;BSG;A4GALT;1
1811;CD44;GCNT2;1
1812;CD44;AQP1;1
1813;CD44;ABO;1
1814;CD44;ACHE;1
1815;CD44;AQP3;1
1816;CD44;DO;1
1817;CD44;BSG;1
1818;CD44;CR1;1
1819;CD44;DAF;1
1820;CD44;FUT3;1
1821;CD44;GYPA;1
1822;CD44;GYPB;1
1823;CD44;GYPC;1
1824;CD44;ICAM4;1
1825;CD44;KEL;1
1826;CD44;LU;1
1827;CD44;RHCE;1
1828;CD44;SLC4A1;1
1829;CD44;SLC14A1;1
1830;CD44;XG;1
1831;CD44;B3GALT3;1
1832;CD44;A4GALT;1
1833;CR1;GCNT2;1
1834;CR1;AQP1;1
1835;CR1;ABO;1
1836;CR1;ACHE;1
1837;CR1;AQP3;1
1838;CR1;DO;1
1839;CR1;BSG;1
1840;CR1;CD44;1
1841;CR1;DAF;1
1842;CR1;FUT3;1
1843;CR1;GYPA;1
1844;CR1;GYPB;1
1845;CR1;GYPC;1
1846;CR1;ICAM4;1
1847;CR1;KEL;1
1848;CR1;LU;1
1849;CR1;RHCE;1
1850;CR1;SLC4A1;1
1851;CR1;SLC14A1;1
1852;CR1;XG;1
1853;CR1;B3GALT3;1
1854;CR1;A4GALT;1
1855;DAF;GCNT2;1
1856;DAF;AQP1;1
1857;DAF;ABO;1
1858;DAF;ACHE;1
1859;DAF;AQP3;1
1860;DAF;DO;1
1861;DAF;BSG;1
1862;DAF;CD44;1
1863;DAF;CR1;1
1864;DAF;FUT3;1
1865;DAF;GYPA;1
1866;DAF;GYPB;1
1867;DAF;GYPC;1
1868;DAF;ICAM4;1
1869;DAF;KEL;1
1870;DAF;LU;1
1871;DAF;RHCE;1
1872;DAF;SLC4A1;1
1873;DAF;SLC14A1;1
1874;DAF;XG;1
1875;DAF;B3GALT3;1
1876;DAF;A4GALT;1
